run,type,entropy_0,entropy_1,entropy_2,entropy_3,entropy_4,entropy_5,entropy_6,entropy_7,entropy_8,entropy_9,entropy_10,entropy_11,entropy_12,entropy_13,entropy_14,entropy_15,entropy_16,entropy_17,entropy_18,entropy_19,entropy_20,entropy_21,entropy_22,entropy_23,entropy_24,entropy_25,entropy_26,entropy_27,entropy_28,entropy_29,entropy_30,entropy_31,entropy_32,entropy_33,entropy_34,entropy_35,entropy_36,entropy_37,entropy_38,entropy_39,entropy_40,entropy_41,entropy_42,entropy_43,entropy_44,entropy_45,entropy_46,entropy_47,entropy_48,entropy_49,entropy_50,entropy_51,entropy_52,entropy_53,entropy_54,entropy_55,entropy_56,entropy_57,entropy_58,entropy_59,entropy_60,entropy_61,entropy_62,entropy_63,entropy_64,entropy_65,entropy_66,entropy_67,entropy_68,entropy_69,entropy_70,entropy_71,entropy_72,entropy_73,entropy_74,entropy_75,entropy_76,entropy_77,entropy_78,entropy_79,entropy_80,entropy_81,entropy_82,entropy_83,entropy_84,entropy_85,entropy_86,entropy_87,entropy_88,entropy_89,entropy_90,entropy_91,entropy_92,entropy_93,entropy_94,entropy_95,entropy_96,entropy_97,entropy_98,entropy_99,entropy_100,entropy_101,entropy_102,entropy_103,entropy_104,entropy_105,entropy_106,entropy_107,entropy_108,entropy_109,entropy_110,entropy_111,entropy_112,entropy_113,entropy_114,entropy_115,entropy_116,entropy_117,entropy_118,entropy_119,entropy_120,entropy_121,entropy_122,entropy_123,entropy_124,entropy_125,entropy_126,entropy_127,entropy_128,entropy_129,entropy_130,entropy_131,entropy_132,entropy_133,entropy_134,entropy_135,entropy_136,entropy_137,entropy_138,entropy_139,entropy_140,entropy_141,entropy_142,entropy_143,entropy_144
296,lost,0,3,3.700439718141092,4.459431618637297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,lost,0,5.807354922057604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,lost,0,3,4.392317422778761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,aborted,0,3,3.700439718141092,4.459431618637297,4,4.169925001442312,4.321928094887363,5.754887502163468,7.169925001442312,9.379378367071261,8.832890014164741,8.475733430966399,6.247927513443585,6.672425341971495,8.257387842692651,8.62935662007961,9.214319120800766,9.379378367071261,10.092757140919852,9.184875342908283,9.184875342908283,7.599912842187128,7.599912842187128,7.599912842187128,9.184875342908283,9.184875342908283,10.76983784362944,12.996473488733228,12.575066464578656,13.046441948007311,14.405939193342396,14.206098613995797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,lost,0,4.807354922057604,8.049848549450562,11.287712379549449,12.398743691938193,11.78953364497036,10.899356922923111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,won,0,3,3.700439718141092,5.169925001442312,1.584962500721156,0,0,0,1.584962500721156,1.584962500721156,3.169925001442312,4.754887502163468,4.584962500721156,4.584962500721156,4,5.584962500721156,6.169925001442312,6.169925001442312,5.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,6.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,6.754887502163468,6.754887502163468,6.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,4.169925001442312,4.169925001442312,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,won,0,3,3.700439718141092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,lost,0,5.807354922057604,6.321928094887363,4.700439718141092,5.491853096329675,3.169925001442312,3.9068905956085187,5.491853096329675,5.977279923499917,6.714245517666122,6.22881869049588,7.22881869049588,7.22881869049588,8.813781191217037,8.813781191217037,8.366322214245816,9.951284714966972,10.813781191217037,12.29920801838728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,won,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2.584962500721156,2,1,1,1,1.584962500721156,1.584962500721156,1.584962500721156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,won,0,3,3.700439718141092,2.584962500721156,2.584962500721156,3.169925001442312,3.169925001442312,3.169925001442312,4.754887502163468,4.754887502163468,5.977279923499917,5.169925001442312,5.169925001442312,4.584962500721156,4.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,5.584962500721156,5.584962500721156,5.584962500721156,7.169925001442312,5.584962500721156,5.584962500721156,7.584962500721156,6.807354922057604,5,4,4,4,4,4,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,won,0,4.807354922057604,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,lost,0,6.129283016944966,9.344295907915816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,won,0,3,4.392317422778761,1,1,1,2.584962500721156,2,2,2,2,2,3.584962500721156,2,2,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,won,0,0,1.584962500721156,1.584962500721156,1.584962500721156,3.169925001442312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,won,0,1,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,3.321928094887362,2.584962500721156,2.584962500721156,2.584962500721156,1.584962500721156,1.584962500721156,3.169925001442312,3.169925001442312,3.169925001442312,3.169925001442312,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,lost,0,5.807354922057604,8.049848549450562,11.234817431117325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,lost,0,3,3.700439718141092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,lost,0,3,3.700439718141092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,lost,0,3,3.700439718141092,5.169925001442312,6.6293566200796095,6.285402218862249,4.954196310386875,6.285402218862249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,won,0,5.807354922057604,6.321928094887363,5.044394119358453,2,1,1,1,2.584962500721156,2,2,2,2,2,1,1,1,1,1,1,2.584962500721156,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,won,0,4.807354922057604,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2.584962500721156,2,2,2,2,3.584962500721156,2,2,3,2,3,3,3.584962500721156,4.584962500721156,4.584962500721156,5.584962500721156,4.584962500721156,4.169925001442312,5.754887502163468,4.169925001442312,3.584962500721156,3.584962500721156,2.584962500721156,2.584962500721156,1,1,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,won,0,4.807354922057604,6.022367813028454,4.247927513443585,1.584962500721156,1,1,1,1,1,1,1,1,1,1,2.584962500721156,2,1,1,1,1,2.584962500721156,2.584962500721156,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,lost,0,3.700439718141092,5.044394119358453,6.584962500721156,4.906890595608519,4.169925001442312,3.169925001442312,3.169925001442312,3.584962500721156,2.584962500721156,4.169925001442312,4.169925001442312,3.169925001442312,3.169925001442312,3.169925001442312,4.392317422778761,3.169925001442312,3.169925001442312,4.169925001442312,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,2.584962500721156,3.584962500721156,3.584962500721156,3.169925001442312,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,2.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,2.584962500721156,2.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,3.169925001442312,3.169925001442312,3.169925001442312,3.169925001442312,2.584962500721156,1.584962500721156,1.584962500721156,3.169925001442312,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,3.169925001442312,3.169925001442312,3.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,lost,0,4.807354922057604,5.832890014164741,6.599912842187128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,lost,0,4.807354922057604,7.475733430966398,4.321928094887363,5.087462841250339,5.087462841250339,6.321928094887363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,lost,0,4.807354922057604,4.392317422778761,4.087462841250339,4,5.392317422778761,6.392317422778761,4.754887502163468,5.977279923499917,6.491853096329675,5.977279923499917,7.562242424221073,8.169925001442312,8.027905996569885,9.147204924942228,8.417852514885897,7.339850002884624,7.339850002884624,6.392317422778761,7.977279923499917,7.339850002884624,6.339850002884624,8.92481250360578,8.661778097771988,10.246740598493144,10.246740598493144,7.339850002884624,8.92481250360578,10.509775004326936,10.509775004326936,7.924812503605781,7.562242424221073,8.29920801838728,8.29920801838728,8.29920801838728,8.813781191217037,6.491853096329675,8.491853096329674,9.076815597050832,7.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,6.491853096329675,6.491853096329675,6.491853096329675,6.491853096329675,7.076815597050831,7.813781191217037,7.813781191217037,7.813781191217037,6.491853096329675,6.491853096329675,8.076815597050832,8.076815597050832,6.491853096329675,5.906890595608519,7.491853096329675,7.491853096329675,6.906890595608519,6.22881869049588,6.22881869049588,6.22881869049588,6.22881869049588,6.22881869049588,6.22881869049588,6.22881869049588,6.22881869049588,6.22881869049588,7.813781191217037,7.813781191217037,7.076815597050831,8.661778097771988,8.661778097771988,8.661778097771988,10.661778097771988,10.661778097771988,10.661778097771988,8.661778097771988,8.661778097771988,8.661778097771988,8.661778097771988,8.661778097771988,8.661778097771988,8.661778097771988,8.339850002884624,8.339850002884624,8.339850002884624,7.339850002884624,8.92481250360578,8.339850002884624,8.339850002884624,8.339850002884624,9.339850002884624,8.339850002884624,8.339850002884624,7.339850002884624,7.339850002884624,7.339850002884624,7.339850002884624,7.339850002884624,7.339850002884624,8.076815597050832,8.076815597050832,8.562242424221072,7.339850002884624,7.754887502163468,7.754887502163468,6.754887502163468,6.754887502163468,8.339850002884624,5.169925001442312,7.169925001442312,6.754887502163468,6.169925001442312,5.169925001442312,7.754887502163468,6.754887502163468,4.169925001442312,5.754887502163468,5.169925001442312,4.169925001442312,4.169925001442312,4.169925001442312,4.169925001442312,4.169925001442312,4.169925001442312,3.169925001442312,4.754887502163468,4.169925001442312,3.169925001442312,3.169925001442312,4.169925001442312,3.169925001442312,4.169925001442312,4.169925001442312,4.169925001442312,4.169925001442312,4.169925001442312,2.584962500721156,2.584962500721156,1,1
321,lost,0,4.807354922057604,7.475733430966398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,lost,0,5.807354922057604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,won,0,5.807354922057604,8.980139577639157,11.234817431117325,11.090112419664289,4.087462841250339,4.087462841250339,3.807354922057604,3.807354922057604,3.807354922057604,5.392317422778761,2.584962500721156,2,2,2,2,2,2,4,4,2,2,2,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,won,0,3,3.700439718141092,4.584962500721156,6.169925001442312,5.832890014164741,6.285402218862249,6.491853096329675,7.22881869049588,6.78135971352466,6.78135971352466,6.78135971352466,6.78135971352466,6.129283016944966,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,5.321928094887363,4.906890595608519,4.906890595608519,4.906890595608519,5.643856189774724,5.643856189774724,5.643856189774724,5.321928094887363,5.321928094887363,5.321928094887363,6.321928094887363,6.321928094887363,6.321928094887363,6.807354922057604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,won,0,3,0,1.584962500721156,1.584962500721156,3.584962500721156,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2,3.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,3.321928094887362,2.584962500721156,2.584962500721156,2,3.584962500721156,3,2,2,4.584962500721156,4.321928094887363,4,3.321928094887362,3.321928094887362,3.321928094887362,2.584962500721156,4.169925001442312,4.169925001442312,4.584962500721156,4.169925001442312,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2,1,3,2.584962500721156,1,1,1,1,0,0,0,0,0,0,1.584962500721156,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,lost,0,4.807354922057604,7.475733430966398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,won,0,2.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,3.584962500721156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,won,0,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,2.584962500721156,2.584962500721156,3.169925001442312,3.169925001442312,3.169925001442312,3.169925001442312,1.584962500721156,1,1,1,1,1,1,1.584962500721156,1.584962500721156,3.169925001442312,3.169925001442312,3.9068905956085187,3.169925001442312,3.169925001442312,3.169925001442312,3.169925001442312,3.169925001442312,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2,2,2,2,2,2,2,2,2,2.584962500721156,2.584962500721156,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,lost,0,4.807354922057604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,won,0,3,4.392317422778761,5.169925001442312,2.584962500721156,2.584962500721156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,2,4,3,3,3,3,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,lost,0,4.807354922057604,4.392317422778761,4.087462841250339,4.392317422778761,5.977279923499917,6.94251450533924,5.584962500721156,6.584962500721156,5.754887502163468,6.977279923499917,6.169925001442312,5.169925001442312,6.169925001442312,7.169925001442312,6.754887502163468,5.754887502163468,4.169925001442312,3.584962500721156,2.584962500721156,1.584962500721156,3.169925001442312,3.169925001442312,2.584962500721156,3,5.169925001442312,4.459431618637297,4.459431618637297,3.807354922057604,3.807354922057604,3.807354922057604,3.4594316186372973,4.754887502163468,4.754887502163468,5.754887502163468,6.339850002884624,7.076815597050831,7.531381460516312,7.366322214245816,8.661778097771988,9.491853096329674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,won,0,1.584962500721156,2.584962500721156,4.169925001442312,3.9068905956085187,3.169925001442312,4.754887502163468,4.754887502163468,5.754887502163468,4.169925001442312,4.169925001442312,5.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,5.754887502163468,7.754887502163468,7.754887502163468,8.491853096329674,7.754887502163468,6.491853096329675,6.491853096329675,6.491853096329675,6.491853096329675,6.491853096329675,6.491853096329675,6.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,7.491853096329675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,lost,0,3,3.9068905956085187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,lost,0,4.807354922057604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,lost,0,4.807354922057604,6.022367813028454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,lost,0,6.129283016944966,5.78135971352466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,lost,0,4.807354922057604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,lost,0,4.807354922057604,6.022367813028454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,lost,0,5.807354922057604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,lost,0,4.807354922057604,8.049848549450562,9.264442600226602,8.721099188707186,7.741466986401147,7.108524456778169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,won,0,3,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,1.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,2.584962500721156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
